tite,open_store,establish_time,cooperation_time,area_requirement
曼谷风,直营,2014年,5-10年,250-300m²
艾大米,直营,加盟,2006年,3-5年,300-600m²
齐齐火锅,直营,加盟,2000年,3-5年,300-500m²
鲜品萃,直营,2006年,1-3年,20-60m²
龙抄手,直营,加盟,1941年,1-3年,100-200m²
乐优谷澳葡风味餐厅,直营,2014年,1-3年,100-200m²
美罗思,直营,1998年,3-5年,200-350m²
佬湘楼,直营,1999年,5-10年,500-800m²
花中城,直营,1994年,5-8年,800-1200m²
和米堂,直营,加盟,2005年,1-3年,20-50m²
朵娜贝拉,直营,加盟,2012年,3-5年,40-60m²
果之满满,直营,加盟,2010年,1-3年,30-50m²
四道菜,直营,加盟,2009年,10-15年,300-500m²
橘菓子,加盟,直营,2005年,1-3年,20-50m²
渝乡人家,直营,1998年,6-10年,600-800m²
甘茶度,直营,加盟,2005年,1-3年,20-50m²
大鸭梨,直营,1997年,3-5年,300-500m²
吸引茶饮,直营,加盟,2008年,3-5年,20-50m²
REMICONE冰淇淋,直营,加盟,2011年,3-5年,15-40m²
豪尚豪,直营,加盟,1993年,3-5年,200-500m²
欢乐牧场烧烤涮自助,直营,加盟,2008年,3-5年,300-500m²
大邻洞首尔炸鸡,直营,加盟,1700年,3-5年,50-100m²
辣尚瘾,直营,2008年,3-5年,160-260m²
Seesaw Coffee,直营,2012年,5-8年,80-150m²
原味主张椰子鸡,直营,2012年,5-8年,300-350m²
老乡鸡,直营,加盟,2003年,5-10年,120-300m²
御可贡茶,直营,加盟,2014年,1-3年,30-90m²
箩箩酸汤鱼,直营,加盟,1999年,3-5年,300-500m²
韩江道,直营,2014年,6-8年,200-300m²
采蝶轩面包店,直营,加盟,1981年,3-5年,80-130m²
东北人,直营,1993年,5-10年,400-800m²
芋观园,直营,加盟,2000年,1-3年,50-80m²
VIA BEANS,直营,加盟,代理,1999年,1-3年,80-120m²
柠檬工坊,直营,加盟,2001年,1-3年,20-50m²
OMNIALUO,直营,加盟,代理,1996年,3-5年,80-150m²
露玛莉先,直营,加盟,代理,1950年,1-3年,40-120m²
inglemirepharms,直营,加盟,代理,1801年,1-3年,45-90m²
柯罗芭,直营,加盟,代理,1995年,1-3年,80-100m²
CRD克徕帝,直营,加盟,代理,1992年,3-5年,80-150m²
Bottega Veneta,直营,1966年,5-10年,100-200m²
兴万和,直营,2000年,10-15年,15000-20000m²
I AM MIX27,直营,加盟,代理,2009年,3-5年,50-100m²
HSIA,直营,2010年,1-3年,30-60m²
法曼儿,直营,加盟,代理,1998年,1-3年,30-60m²
千年珠宝,直营,加盟,代理,1997年,3-5年,50-100m²
CANALI,直营,加盟,1934年,3-5年,50-100m²
金叶珠宝,直营,1994年,3-5年,80-200m²
ALIENWARE,加盟,代理,1996年,3-5年,100-200m²
AUM,直营,加盟,代理,2009年,1-3年,80-120m²
schiesser,直营,1875年,3-5年,30-60m²
Body style,直营,加盟,代理,2004年,1-3年,60-200m²
燕莎友谊商城,直营,1992年,15-20年,60000-80000m²
blt,直营,2009年,10-15年,2500-3500m²
香蒙夏朵,直营,2013年,--,80-150m²
全福元,直营,2005年,5-10年,700-1500m²
SKAP,直营,加盟,代理,1987年,3-5年,80-150m²
西纳维思,直营,加盟,代理,2004年,1-5年,80-150m²
SENNHEISER,直营,1945年,3-5年,50-100m²
PROYA,直营,加盟,代理,2003年,1-3年,20-40m²
BAISI,直营,加盟,代理,1998年,1-5年,80-150m²
樊文花,直营,加盟,代理,1988年,1-3年,25-40m²
Molly Wood,直营,2016年,1-3年,60-80m²
SEIFINI,直营,2011年,1-3年,80-150m²
SHCER,直营,加盟,代理,1999年,3-5年,30-80m²
3d,直营,加盟,代理,2006年,1-3年,50-100m²
华海3C,直营,加盟,代理,2004年,10-15年,20000-30000m²
pony,直营,加盟,代理,1972年,3-5年,80-150m²
威可多,直营,加盟,代理,1994年,3-5年,80-150m²
云柏鞋业,直营,1998年,10-20年,1500-5000m²
艺之卉,直营,加盟,代理,1997年,3-5年,80-120m²
CAMEL,直营,加盟,代理,2005年,3-5年,130-200m²
PORTS,直营,1961年,3-5年,100-300m²
吉祥斋,直营,2002年,3-5年,150-300m²
S.T.Dupont,直营,加盟,代理,1872年,3-5年,30-60m²
ENJOY,直营,2007年,1-5年,100-200m²
TEENMIX,直营,加盟,代理,1999年,3-5年,40-80m²
Sweet Color,直营,加盟,代理,2013年,1-3年,45-80m²
ZA,直营,1997年,1-3年,20-40m²
DIKENI,直营,加盟,代理,2001年,1-3年,80-120m²
MCM,直营,1976年,3-5年,100-300m²
DJI,直营,加盟,代理,2006年,1-3年,60-100m²
公牛世家,直营,加盟,1995年,3-5年,60-100m²
TUOGU,直营,加盟,代理,2001年,1-3年,80-100m²
TRENDIANO,直营,加盟,代理,2010年,1-3年,100-300m²
we couture,直营,2008年,3-5年,500-600m²
申格体育,直营,加盟,代理,1999年,5-10年,300-1000m²
Y.SING,直营,加盟,代理,2000年,3-5年,100-120m²
SISLEY,直营,加盟,代理,1976年,2-5年,30-60m²
半坡饰族,直营,1997年,1-3年,50-100m²
华为数码,直营,加盟,代理,1987年,3-5年,100-150m²
今潮,直营,2014年,6-10年,300-400m²
歌志轩,直营,2010年,3-5年,100-200m²
金龙船,直营,加盟,2001年,5-10年,500-500m²
多喝汤,直营,2008年,5-8年,100-150m²
玉林串串香火锅,直营,加盟,1985年,1-3年,200-500m²
拉那巴米,直营,加盟,2006年,3-5年,60-120m²
葡韵饼店,直营,加盟,--,1-3年,60-100m²
塔罗塔克,直营,加盟,2008年,1-3年,20-40m²
南锣肥猫烤鱼,直营,2008年,1-5年,200-300m²
川乐小镇,直营,2013年,3-5年,100-200m²
甬正麻辣香锅,直营,2008年,3-5年,200-400m²
比格比萨,直营,2002年,3-5年,250-400m²
因味茶,直营,2014年,5-10年,100-200m²
越城记,直营,加盟,2006年,5-10年,50-100m²
张阿姨奶茶,直营,1999年,1-3年,15-20m²
小吊梨汤,直营,2007年,5-8年,200-350m²
牛皇叔,直营,加盟,2012年,3-5年,250-500m²
威尼斯西餐厅,直营,1999年,5-10年,450-600m²
嘉华饼屋,直营,1988年,3-5年,80-150m²
贵族世家牛排,直营,加盟,1995年,2-5年,400-600m²
日出茶太,直营,加盟,2005年,3-5年,20-40m²
虾巢,直营,加盟,2012年,3-5年,200-500m²
状元米线,直营,加盟,2005年,3-8年,90-120m²
江湖情酸菜鱼,直营,2014年,3-5年,160-280m²
湘汁源,直营,2003年,1-3年,300-500m²
莫凡彼,直营,加盟,1948年,1-3年,3-5m²
海鲜遇上面,直营,加盟,2017年,1-3年,80-150m²
蜀香门第,直营,2010年,8-10年,100-200m²
萌胖子肉蟹煲,直营,加盟,2013年,5-10年,80-300m²
德保,直营,1995年,2-5年,280-350m²
烤肉先生,直营,2013年,3-5年,200-400m²
九锅一堂,直营,2010年,4-8年,250-350m²
尚渔味,直营,加盟,2006年,5-8年,150-200m²
韩悦,直营,2008年,3-5年,130-200m²
五斗米,直营,加盟,2001年,1-3年,100-200m²
VQ鲜榨果汁,直营,加盟,2009年,1-3年,15-30m²
小鱼小牛,直营,2012年,3-5年,300-400m²
老边饺子馆,直营,加盟,1828年,5-10年,100-250m²
华必和,直营,加盟,2000年,3-10年,300-500m²
泰煌火锅,直营,2003年,6-10年,250-300m²
德香苑北京烤鸭,直营,加盟,1991年,8-10年,300-500m²
巴奴毛肚火锅,直营,2001年,8-10年,350-600m²
辣宴,直营,2004年,3-5年,200-400m²
江味龙虾馆,直营,加盟,2016年,1-3年,100-500m²
老房子,直营,1997年,5-8年,450-500m²
芭夯兔,直营,2000年,3-5年,500-1000m²
巡湘记,直营,加盟,2015年,3-5年,400-600m²
阿香婆,直营,加盟,1986年,3-5年,300-400m²
东方饺子王,直营,1993年,3-5年,250-300m²
曼哈顿自助海鲜,直营,2014年,5-8年,1000-1500m²
荷花泰菜,直营,1997年,3-5年,300-500m²
羲和雅苑,直营,2008年,5-8年,300-500m²
美颐美鲍汁排骨饭,直营,2015年,5-8年,120-150m²
夏雪花清真餐厅,直营,1994年,5-8年,200-400m²
良友海鲜大酒楼,直营,1996年,10-15年,10000-20000m²
嘉旺餐饮,直营,1997年,3-5年,150-300m²
尊宝比萨,直营,加盟,1987年,5-8年,80-120m²
尚品居茶楼,直营,加盟,2011年,3-5年,500-600m²
味多美,直营,1996年,5-8年,80-120m²
达味坊,直营,2008年,5-10年,500-1000m²
镇三关,直营,加盟,2012年,5-10年,500-800m²
TWICE,直营,加盟,代理,--,1-3年,50-80m²
J.P.E,直营,加盟,代理,2013年,1-3年,50-100m²
增致牛仔,直营,加盟,代理,1990年,1-3年,50-80m²
INSUN,直营,加盟,代理,2004年,2-3年,80-120m²
裙皇公主,直营,加盟,代理,1996年,1-3年,40-80m²
蒂爵珠宝,直营,2000年,5-10年,80-100m²
么么生活超市,直营,2011年,1-3年,200-300m²
生活家家居,直营,加盟,1996年,10-15年,3000-5000m²
生活家地板,直营,加盟,代理,1996年,5-10年,200-400m²
DHC,直营,加盟,代理,1972年,1-3年,20-40m²
戈美其,直营,加盟,代理,1990年,1-3年,50-70m²
TONLION,直营,加盟,代理,1995年,3-5年,80-150m²
迪士尼时尚,直营,加盟,代理,2011年,1-3年,40-80m²
X-MOOM,直营,加盟,代理,1998年,1-3年,60-120m²
中商百货,直营,1996年,10-20年,5000-20000m²
金伯利,直营,加盟,1995年,3-5年,50-100m²
丹弗瑞,直营,2005年,3-5年,60-80m²
山东黄金,直营,1996年,3-5年,50-150m²
JUCY JUDY,直营,加盟,代理,2014年,2-3年,80-150m²
播 Broadcast,直营,加盟,代理,1997年,3-5年,120-130m²
索菲亚,直营,加盟,代理,2003年,3-5年,150-300m²
Jamor,直营,加盟,代理,2005年,1-5年,60-200m²
COCOON,直营,加盟,代理,2002年,1-5年,80-120m²
贝洛安,直营,加盟,代理,2006年,1-3年,60-120m²
茵曼,直营,2008年,2-5年,80-150m²
Clarks,直营,加盟,代理,1825年,1-3年,50-100m²
顶之选,直营,2012年,15-20年,2500-3000m²
格力电器,直营,加盟,代理,1991年,5-10年,40-100m²
回力鞋业,直营,加盟,代理,1927年,1-3年,50-100m²
M.TSUBOMI,直营,加盟,代理,1998年,1-3年,80-150m²
壹加壹,直营,1994年,10-15年,3000-6000m²
FINELYCUP,直营,加盟,代理,2015年,3-5年,50-80m²
红豆男装,直营,加盟,1957年,3-5年,120-200m²
JEEP,直营,加盟,代理,1941年,1-3年,80-150m²
柯兰诺,直营,2004年,1-3年,40-100m²
老银匠,直营,加盟,代理,1998年,3-5年,15-30m²
卡仕尼,直营,1999年,3-5年,20-50m²
中乔体育,直营,加盟,代理,1984年,1-3年,80-200m²
imi‘s,直营,加盟,代理,2005年,1-3年,30-100m²
DISSONA,直营,加盟,代理,1990年,1-3年,50-100m²
袋鼠皮具,直营,加盟,代理,1997年,1-3年,60-80m²
III VIVINIKO,直营,2006年,3-5年,80-150m²
mind bridge,直营,加盟,代理,2003年,3-5年,80-150m²
好润佳超市,直营,1992年,10-15年,1300-20000m²
贝特如,直营,加盟,代理,1996年,1-3年,50-100m²
Estee Lauder,直营,1946年,2-5年,40-80m²
ANNA Sui,直营,1980年,1-3年,50-70m²
G-RSAGA,直营,加盟,代理,2008年,3-5年,80-120m²
莱芙艾迪儿,直营,2003年,1-3年,70-150m²
希色,直营,加盟,代理,2006年,2-5年,60-120m²
15mins,直营,加盟,代理,2012年,3-5年,60-80m²
nordic by nature VERO MODA,直营,2015年,2-5年,200-300m²
千佳行,直营,1997年,3-5年,60-150m²
Look眼镜,直营,加盟,代理,1993年,3-5年,70-80m²
mogao,直营,加盟,1999年,3-5年,80-200m²
CUSHOW,直营,加盟,代理,2002年,1-3年,50-100m²
OPPO,直营,加盟,代理,2004年,3-5年,100-250m²
中央百货,直营,1999年,15-20年,20000-40000m²
Betu,直营,加盟,代理,1992年,1-3年,80-150m²
海伦公主,直营,2003年,3-5年,40-100m²
BADINA,直营,加盟,代理,1998年,3-5年,60-120m²
哇咔,直营,2008年,3-5年,60-100m²
桥香园,直营,加盟,1988年,5-10年,150-300m²
曼妮芬,直营,加盟,代理,1996年,3-5年,80-120m²
神牛铁板烧,直营,加盟,2009年,3-5年,300-500m²
艾尔兰得,直营,加盟,2005年,1-3年,40-100m²
RIVERSTONE,直营,加盟,代理,2005年,3-5年,100-130m²
卤三国,直营,加盟,2008年,3-5年,10-20m²
澳门味道,直营,2008年,3-5年,100-200m²
野妹经典火锅,直营,2005年,8-10年,550-1000m²
阿瓦山寨,直营,2003年,3-5年,300-500m²
东方豪客,直营,加盟,2009年,3-5年,300-500m²
巫山烤鱼,直营,加盟,2006年,1-3年,200-500m²
珍宝海鲜,直营,1987年,8-12年,600-800m²
外婆印象,直营,加盟,2011年,3-5年,200-400m²
魔锅坊麻辣香锅,直营,2012年,3-5年,150-300m²
开饭餐厅,直营,2014年,1-3年,500-800m²
一闻香迷宗蟹,直营,加盟,2008年,3-5年,300-500m²
宏状元,直营,加盟,1998年,8-10年,200-400m²
失重餐厅,直营,2017年,5-10年,450-600m²
老大坊生煎,直营,加盟,2011年,1-3年,30-100m²
松哥油焖大虾,直营,2015年,1-3年,350-500m²
澳门皇茶,直营,2015年,1-3年,20-50m²
royaltea皇茶,直营,加盟,2011年,1-3年,30-60m²
春润大地,直营,2012年,3-5年,300-500m²
宴荟,直营,2012年,3-5年,500-1000m²
乐堡士,直营,加盟,2001年,3-5年,100-300m²
李二鲜鱼村,直营,加盟,1999年,1-3年,300-500m²
顺溜刀削面,直营,2008年,3-5年,80-120m²
渝湘江南,直营,2004年,8-10年,1200-1500m²
仓桥家,直营,2004年,5-8年,300-450m²
仙芋传奇,直营,加盟,2011年,2-3年,30-80m²
来御来,直营,加盟,2008年,3-5年,200-400m²
蜜菓,直营,加盟,2009年,1-3年,20-60m²
老板恋上鱼,直营,加盟,2008年,1-3年,200-400m²
川福老灶房,直营,2014年,3-5年,300-500m²
一味一诚,直营,2009年,3-5年,150-300m²
小林煎饼,直营,2003年,3-5年,30-60m²
黔香阁,直营,2001年,5-10年,1000-2000m²
鱼你在一起,直营,加盟,2017年,3-5年,60-120m²
比比客,直营,加盟,1995年,3-5年,80-150m²
集集小镇,直营,加盟,1996年,3-5年,100-200m²
橙汁先生,直营,2014年,1-3年,3-5m²
鱼非鱼,直营,2013年,3-5年,200-300m²
观塘港茶餐厅,直营,2012年,5-8年,400-500m²
町上寿司,直营,加盟,2004年,3-5年,20-40m²
山海津汁味焖锅,直营,2013年,5-10年,300-500m²
和福顺,直营,加盟,2008年,3-5年,150-200m²
霸蛮湖南米粉,直营,2014年,3-5年,60-100m²
每味每客,直营,加盟,2012年,3-5年,70-200m²
火上芭蕾,直营,2013年,3-5年,300-600m²
风波庄,直营,加盟,2000年,5-10年,150-300m²
后街唐厨,直营,2014年,1-5年,300-500m²
耀华力泰国菜,直营,2005年,3-5年,200-400m²
日日香鹅肉饭店,直营,2003年,5-8年,200-300m²
PappaRich,直营,2006年,3-5年,80-200m²
茶大椰,直营,加盟,2009年,3-5年,30-80m²
新煮意,直营,2008年,3-5年,200-500m²
大蔬无界美素馆,直营,2011年,5-10年,600-700m²
新韩1洞,直营,2013年,3-5年,100-250m²
满哥甜品,直营,1982年,3-5年,100-200m²
我家酸菜鱼,直营,加盟,2006年,3-5年,300-500m²
芭斯罗缤,直营,加盟,1945年,1-3年,60-110m²
丰收日,直营,1999年,6-15年,500-1000m²
多禾馅饼,直营,加盟,2001年,3-5年,100-200m²
杨国福麻辣烫,直营,加盟,2003年,1-5年,80-150m²
西关味,直营,加盟,2013年,3-10年,200-300m²
越小品,直营,2013年,3-5年,80-100m²
Ashley,直营,加盟,代理,1945年,5-10年,500-1200m²
日船章鱼小丸子,直营,加盟,1995年,2-3年,10-20m²
中8楼风尚云南餐厅,直营,加盟,2000年,3-5年,200-400m²
漫火锅,直营,2013年,6-8年,400-600m²
Aquascutum,直营,1851年,1-5年,80-120m²
STELLA LUNA,直营,2006年,1-3年,80-120m²
易佰尚购,直营,2008年,10-15年,3000-6000m²
SWAROVSKI,直营,1895年,2-5年,600-1200m²
FAST FISH,直营,2002年,3-5年,80-500m²
ROG玩家国度,直营,加盟,代理,2006年,3-10年,60-150m²
鳄鱼恤,加盟,直营,代理,1952年,2-5年,30-50m²
爱丽丝珠宝,直营,加盟,代理,1992年,3-5年,80-100m²
米兰妮,直营,2008年,1-3年,50-100m²
Desires,直营,加盟,代理,2011年,3-5年,40-80m²
太阳百货,直营,2001年,15-20年,16000-20000m²
中闽百汇,直营,1997年,15-20年,20000-40000m²
chonps,直营,2008年,2-3年,70-120m²
today便利店,直营,加盟,代理,2008年,3-5年,60-160m²
贵友大厦,直营,加盟,代理,1990年,10-15年,35000-40000m²
M&D,直营,加盟,代理,1989年,1-3年,40-100m²
OYEA,直营,1999年,2-3年,60-120m²
CARTELO,直营,加盟,代理,1947年,2-5年,50-100m²
欧珂,直营,加盟,代理,1995年,1-3年,80-120m²
MONTAGUT,直营,加盟,代理,1880年,3-5年,80-150m²
NAERSI,直营,1995年,2-3年,80-150m²
食草堂,直营,加盟,代理,1997年,1-3年,50-80m²
雨润发,直营,2002年,12-20年,5000-20000m²
DANNY BEAR,直营,加盟,代理,2008年,3-5年,50-100m²
LuLualways,直营,加盟,代理,1995年,3-5年,100-150m²
Reebok,直营,1982年,3-5年,80-200m²
七鲜,直营,2017年,15-20年,2000-5000m²
Konzen,加盟,直营,代理,1999年,3-5年,80-120m²
KALTENDIN,直营,加盟,代理,1993年,3-5年,80-150m²
OTO按摩,直营,1978年,3-5年,80-100m²
MISSHA,加盟,代理,2000年,1-3年,30-60m²
尚美街,直营,1996年,10-15年,10000-20000m²
联想,直营,1984年,1-2年,60-80m²
百圆裤业,直营,加盟,1995年,1-3年,50-100m²
上品奥特莱斯,直营,2009年,5-8年,2000-5000m²
benefit,直营,加盟,代理,1976年,1-3年,20-40m²
Cotton Republic,直营,加盟,代理,2004年,1-3年,30-60m²
OBEG,直营,加盟,代理,1940年,3-5年,70-120m²
1436 erdos,直营,2006年,1-3年,60-120m²
RAINRING,直营,加盟,代理,1994年,2-3年,30-80m²
千禧之星,直营,加盟,代理,2000年,1-2年,30-80m²
汇米巴,直营,2011年,3-5年,80-100m²
金大福,直营,加盟,1997年,3-5年,60-120m²
才子男装,直营,加盟,代理,1983年,1-3年,80-150m²
木果果木,直营,加盟,代理,2000年,1-3年,50-100m²
U2B,直营,加盟,代理,1997年,1-3年,15-30m²
东方骆驼,直营,加盟,代理,2000年,1-3年,50-100m²
Under Armour,直营,加盟,代理,1996年,3-5年,150-300m²
乐宾百货,直营,2006年,15-20年,70000-100000m²
卡索,直营,加盟,代理,1996年,1-3年,80-120m²
playboy,直营,加盟,代理,1953年,2-5年,50-100m²
JEFULEI,直营,加盟,代理,1966年,1-3年,50-100m²
伯妮斯茵,直营,2001年,3-5年,120-350m²
SLY,直营,2003年,3-5年,80-150m²
千佰莉,直营,加盟,代理,1998年,1-5年,30-60m²
IZZUE,直营,1999年,3-5年,100-200m²
明视眼镜,直营,加盟,代理,1996年,3-5年,40-100m²
HONGU,直营,加盟,代理,2002年,2-5年,60-120m²
RBIKE,直营,加盟,代理,2008年,3-5年,60-120m²
OSIM,直营,1980年,3-5年,80-100m²
乔顿,直营,加盟,代理,1996年,1-3年,150-250m²
南宁百货,直营,加盟,代理,1996年,15-20年,20000-45000m²
KAILAS,直营,加盟,代理,2003年,3-5年,50-150m²
牧之初心原切牛排,直营,2016年,2-3年,20-70m²
浩沙,直营,加盟,代理,2005年,3-5年,40-80m²
揽季锅物会,直营,2012年,6-10年,800-1200m²
黑白电视,直营,加盟,2015年,5-10年,60-120m²
景仁馅饼,直营,加盟,2011年,3-5年,100-300m²
蓝山咖啡,直营,加盟,1997年,3-5年,200-400m²
袁记串串香,直营,加盟,1996年,3-5年,200-400m²
帝娜朵拉,直营,加盟,1982年,3-5年,30-80m²
i转角,直营,加盟,2008年,3-5年,20-60m²
红荔村肠粉,直营,2002年,5-8年,80-150m²
蓝湾咖啡,直营,加盟,2000年,3-5年,200-400m²
迪欧咖啡,直营,加盟,2002年,5-10年,150-300m²
家有好面,直营,加盟,2009年,3-5年,150-200m²
小辉哥火锅,直营,2012年,5-8年,300-500m²
八色烤肉,直营,加盟,2007年,3-5年,150-250m²
上海老栈,直营,加盟,2009年,1-3年,250-400m²
中发源清真餐厅,直营,1994年,3-5年,300-600m²
华馨园,直营,加盟,--,3-5年,400-600m²
知味观,直营,1913年,5-8年,170-300m²
老妈米线,直营,加盟,2001年,8-10年,200-250m²
阿里山贡茶,直营,加盟,2002年,1-3年,40-50m²
千羽寿司,直营,加盟,2009年,5-8年,200-300m²
花儿胡同,加盟,2016年,5-10年,400-500m²
石山水美式餐厅,直营,1998年,5-10年,500-600m²
拉蒂娜,直营,1998年,5-10年,400-500m²
易思凯斯咖啡,直营,1993年,3-5年,80-150m²
陈麻婆,直营,加盟,1862年,5-10年,300-800m²
麻辣盛艳,直营,2005年,3-5年,200-400m²
汉丽轩,直营,加盟,2005年,3-5年,500-600m²
零度空间,直营,2010年,3-5年,300-500m²
翠园,直营,1971年,10-15年,1800-2000m²
李先生牛肉面大王,直营,1986年,5-8年,150-300m²
大通冰室,直营,加盟,2011年,3-5年,30-50m²
英伦时光,加盟,2012年,3-5年,100-200m²
虾宴,直营,2015年,3-5年,300-600m²
索菲克牛排,直营,加盟,2006年,5-10年,150-500m²
香港采蝶轩,直营,1989年,5-8年,500-800m²
大秦小宴,直营,2014年,8-10年,2000-2500m²
摩斯汉堡,直营,1972年,5-10年,150-200m²
秀玉红茶坊,直营,1995年,8-10年,500-700m²
谁的咖啡,直营,加盟,2008年,3-5年,80-180m²
papparoti,直营,加盟,2003年,3-5年,15-80m²
金湖港式餐厅,直营,1999年,5-8年,300-400m²
芳叔,直营,加盟,1966年,1-3年,10-30m²
仟吉西饼,直营,2000年,3-5年,80-150m²
同仁四季椰子鸡火锅,直营,加盟,2014年,5-8年,400-1000m²
局百犊牛排,直营,加盟,2010年,5-8年,200-400m²
丸来玩趣,直营,加盟,2006年,1-3年,15-30m²
和合谷,直营,2003年,5-10年,150-200m²
放牛斑,直营,加盟,2009年,1-3年,30-60m²
詹姆仕芝士排骨,直营,加盟,2012年,3-5年,150-200m²
花舍咖餐厅,直营,加盟,2004年,5-8年,200-400m²
朝天门,直营,加盟,1935年,5-10年,300-500m²
满福城,直营,2009年,3-5年,500-1000m²
炭鱻,直营,2015年,3-5年,350-500m²
姚姚酸菜鱼,直营,加盟,2016年,4-6年,200-250m²
千味捞火锅,直营,2014年,3-5年,80-200m²
俏九州,直营,2013年,5-8年,300-500m²
潘朵拉城市行动咖啡店,直营,加盟,1997年,3-5年,50-100m²
Roots,直营,加盟,代理,1973年,3-5年,100-200m²
老庙黄金,直营,加盟,代理,1906年,3-5年,50-200m²
谷田稻香,直营,2002年,3-5年,80-120m²
意尔康,直营,加盟,代理,1995年,3-5年,100-150m²
千叶眼镜,直营,加盟,1992年,2-5年,30-60m²
韩束,直营,加盟,代理,2002年,1-3年,40-80m²
ELLE,直营,加盟,代理,1945年,1-3年,150-200m²
Versace Collection,直营,2009年,3-5年,100-200m²
BRAUN BUFFEL,直营,加盟,代理,1887年,1-3年,30-60m²
LAXDN HOMME,直营,加盟,代理,1986年,3-5年,60-120m²
Daniel Wellington,直营,2011年,1-3年,20-50m²
C31 ROTC,直营,加盟,代理,1970年,3-5年,50-100m²
欧点,直营,加盟,代理,1997年,1-5年,80-150m²
度比古卡,直营,2010年,3-5年,80-100m²
普普风,直营,加盟,代理,2000年,3-5年,80-120m²
Le coq sportif,直营,加盟,代理,1882年,2-3年,80-150m²
ERKE,直营,加盟,2000年,3-5年,130-300m²
Jack Wolfskin,直营,加盟,代理,1981年,6-10年,150-200m²
爱登堡,直营,加盟,代理,1991年,3-5年,50-100m²
芮欧百货,直营,2004年,10-15年,20000-40000m²
乐町,直营,加盟,2008年,1-3年,80-150m²
卓洋水晶王,直营,加盟,代理,1992年,3-5年,40-80m²
SINA COVA,直营,加盟,代理,1952年,1-3年,100-150m²
蛋卷鞋,直营,加盟,代理,2011年,1-3年,30-50m²
小资生活,直营,加盟,2009年,1-3年,60-80m²
淑女屋,直营,加盟,代理,1991年,3-5年,50-100m²
世纪金花,直营,1998年,15-20年,10000-20000m²
Kappa,直营,加盟,代理,1916年,1-3年,80-150m²
纽上,直营,2013年,1-3年,80-120m²
SONY,加盟,1946年,3-5年,100-200m²
七度银饰,加盟,2002年,1-5年,15-30m²
Ögonblick,直营,1999年,3-5年,500-800m²
TEMPUR,直营,加盟,1970年,2-5年,70-120m²
千叶珠宝,直营,2001年,1-3年,30-100m²
BOY LONDON,直营,加盟,代理,1976年,1-3年,80-120m²
ZUCZUG,直营,2002年,1-3年,80-120m²
le saunda,直营,加盟,代理,1977年,3-5年,60-120m²
顾家家居,直营,加盟,代理,2003年,5-10年,200-300m²
ClothScenery,直营,加盟,代理,2012年,3-5年,80-120m²
三夫户外,直营,1997年,3-5年,300-500m²
Camicissima,直营,1931年,1-3年,60-120m²
慕诗,直营,1997年,1-3年,100-200m²
VJC,直营,加盟,代理,1989年,1-3年,100-150m²
MATERIAL GIRL,直营,加盟,代理,2010年,2-5年,80-140m²
茜子,直营,加盟,代理,2000年,1-2年,20-40m²
丰润家,直营,2015年,10-15年,3000-5000m²
阳光百货,直营,2001年,5-10年,20000-30000m²
COLOR MIKIBANA,直营,加盟,代理,2007年,3-5年,100-150m²
天霸表,直营,加盟,代理,1982年,2-5年,30-60m²
八佰伴城市超市,直营,加盟,代理,2005年,10-15年,3000-4000m²
天天惠,直营,1999年,5-10年,500-1000m²
IBUDU,直营,加盟,代理,2005年,1-3年,60-120m²
中百超市,直营,2001年,5-10年,150-600m²
三博百货,直营,2005年,3-10年,300-1000m²
Dyson,直营,1983年,1-3年,80-150m²
TISSOT,加盟,代理,1853年,2-5年,30-60m²
CORNELIANI,直营,1930年,1-3年,100-200m²
奥佳华,直营,加盟,代理,1996年,3-5年,50-350m²
Rainbow,直营,1998年,1-3年,100-300m²
TUSCANS,直营,1974年,1-3年,60-80m²
城市生活,直营,1989年,3-5年,30-60m²
Fendi,直营,1925年,3-5年,80-150m²
Studio A,直营,2007年,3-5年,80-200m²
苏宁易购,直营,加盟,1990年,8-15年,1000-2000m²
A02,直营,加盟,代理,2001年,3-5年,80-150m²
SCALER,直营,加盟,代理,2003年,1-3年,60-100m²
倍轻松,直营,2000年,2-3年,50-80m²
INXX,直营,2013年,3-5年,120-150m²
妙香居韩国烤肉,直营,2003年,5-10年,300-500m²
湘阁里辣,直营,2005年,6-10年,300-500m²
巴贝拉,直营,加盟,2005年,5-8年,200-300m²
鑫泰,直营,加盟,2006年,8-10年,500-800m²
秦关面道,直营,加盟,2010年,5-8年,180-250m²
金百万烤鸭,直营,1992年,8-10年,1000-3000m²
傣妹火锅,直营,加盟,1997年,3-5年,200-400m²
老西安,直营,2006年,5-10年,300-500m²
华莱士,直营,加盟,2000年,3-5年,100-250m²
魔石泡泡鱼,直营,加盟,2010年,3-5年,400-600m²
LELECHA,直营,2016年,1-3年,50-80m²
台道火爆大鱿鱼,直营,加盟,2014年,1-3年,15-30m²
皇城根北京风味主题餐厅,直营,--,5-8年,400-600m²
野人牧坊,直营,2015年,2-5年,30-80m²
Salud撒露冻酸奶,直营,加盟,--,1-3年,20-40m²
京焰风尚云南菜,直营,2013年,3-5年,250-300m²
陶然居,直营,加盟,1995年,8-10年,1000-1500m²
天母蓝鸟,直营,加盟,1999年,5-8年,100-200m²
COMMUNE,直营,2015年,6-10年,500-1000m²
锅品面吧,直营,加盟,2006年,5-10年,80-120m²
